chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval,input_interval_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam,parameters.input_bam.values,parameters.input_bam|__identifier__,parameters.slice_method.__current_case__,parameters.slice_method.input_interval.values,parameters.slice_method.refs,parameters.slice_method.regions,parameters.slice_method.slice_method_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-03 13:54:44.016963,slurm_normal,1496498228.0,0,,1.0,main_w3_handler1,2714516,16005190,False,,2013296863,bam,2746248.0,bed,10098869.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518632}]",,0,"[{'src': 'hda', 'id': 29788002}]",,,bed,32.0,,38418044.0,1496498101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:57:11.176177,84889.0,127.0
,,2017-06-03 13:54:06.338316,slurm_normal,1496498171.0,0,,1.0,main_w4_handler0,2714516,16005187,False,,1473208752,bam,2746248.0,bed,10098866.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518624}]",,0,"[{'src': 'hda', 'id': 29788002}]",,,bed,32.0,,38418044.0,1496498065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:56:16.846353,84889.0,106.0
,,2017-06-03 13:54:21.827804,slurm_normal,1496498181.0,0,,1.0,main_w3_handler0,2714516,16005189,False,,1470769464,bam,2746248.0,bed,10098868.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518627}]",,0,"[{'src': 'hda', 'id': 29788002}]",,,bed,32.0,,38418044.0,1496498081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:56:22.292228,84889.0,100.0
,,2017-06-03 13:55:17.842099,slurm_normal,1496498310.0,0,,1.0,main_w4_handler0,2714516,16005193,False,,1473208752,bam,1059347.0,bed,10098875.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518624}]",,0,"[{'src': 'hda', 'id': 29788006}]",,,bed,32.0,,38418044.0,1496498236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:58:35.568758,84889.0,74.0
,,2017-06-03 13:55:29.490698,slurm_normal,1496498261.0,0,,1.0,main_w3_handler1,2714516,16005194,False,,1470769464,bam,1059347.0,bed,10098873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518627}]",,0,"[{'src': 'hda', 'id': 29788006}]",,,bed,32.0,,38418044.0,1496498185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:57:44.847951,84889.0,76.0
,,2017-06-03 13:53:51.133187,slurm_normal,1496498236.0,0,,1.0,main_w3_handler1,2714516,16005186,False,,1944631417,bam,2746248.0,bed,10098865.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518622}]",,0,"[{'src': 'hda', 'id': 29788002}]",,,bed,32.0,,38418044.0,1496498050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:57:19.610712,84889.0,186.0
,,2017-06-03 13:55:49.337206,slurm_normal,1496498350.0,0,,1.0,main_w3_handler1,2714516,16005195,False,,2013296863,bam,1059347.0,bed,10098876.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 26518632}]",,0,"[{'src': 'hda', 'id': 29788006}]",,,bed,32.0,,38418044.0,1496498242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 13:59:11.694806,84889.0,108.0
,,2017-06-03 04:46:01.964307,slurm_normal,1496470335.0,0,,1.0,main_w3_handler0,2366114,16003900,False,,4753248789,bam,87568.0,bed,10098087.roundup,slurm,,132112168.0,corral-repl,,"""88e405fe481711e7b6f6005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29873218}]",,0,"[{'src': 'hda', 'id': 29850114}]",,,bed,32.0,,,1496470055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 06:12:18.133989,54181.0,280.0
,,2017-06-03 07:23:01.720513,slurm_normal,1496479578.0,0,,1.0,main_w4_handler1,2366114,16004253,False,,4753250652,bam,87568.0,bed,10098307.roundup,slurm,,132112168.0,corral-repl,,"""71abab4c482d11e7ab86005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29873723}]",,0,"[{'src': 'hda', 'id': 29850114}]",,,bed,32.0,,,1496479303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 08:46:21.159054,54181.0,275.0
,,2017-06-03 22:47:34.052093,slurm_normal,1496530438.0,0,,1.0,main_w3_handler0,3138011,16006737,False,,374201705,bam,17.0,bed,10100286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29879138}]",,0,"[{'src': 'hda', 'id': 29873236}]",,,bed,32.0,,38407773.0,1496530419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-03 22:53:59.583942,106953.0,19.0
,,2017-06-05 07:18:17.852503,slurm_normal,1496647114.0,0,,1.0,main_w3_handler0,3123190,16013317,False,,27376247,bam,,,10106050.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889197}]",,2,,,"[{'__index__': 0, 'end': '5000', 'chrom': 'SUP35WTplusminus1kb', 'start': '1'}]",man,32.0,,38179140.0,1496647111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 07:18:36.259422,91010.0,3.0
,,2017-06-05 07:18:18.453820,slurm_normal,1496647114.0,0,,1.0,main_w4_handler0,3123190,16013318,False,,25871507,bam,,,10106051.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889198}]",,2,,,"[{'__index__': 0, 'end': '5000', 'chrom': 'SUP35WTplusminus1kb', 'start': '1'}]",man,32.0,,38179140.0,1496647111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 07:18:36.877562,91010.0,3.0
,,2017-06-05 07:19:25.130335,slurm_normal,1496647199.0,0,,1.0,main_w3_handler0,3123190,16013320,False,,27941759,bam,,,10106062.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889231}]",,2,,,"[{'__index__': 0, 'end': '5000', 'chrom': 'SUP35-NRopt2', 'start': '1'}]",man,32.0,,38179140.0,1496647195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 07:20:02.135271,91010.0,4.0
,,2017-06-05 07:19:25.477672,slurm_normal,1496647199.0,0,,1.0,main_w4_handler1,3123190,16013321,False,,27474775,bam,,,10106063.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889232}]",,2,,,"[{'__index__': 0, 'end': '5000', 'chrom': 'SUP35-NRopt2', 'start': '1'}]",man,32.0,,38179140.0,1496647195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 07:20:01.325523,91010.0,4.0
,,2017-06-05 06:52:38.488443,slurm_normal,1496651915.0,0,,1.0,main_w4_handler0,2366114,16013126,False,,7809738353,bam,87568.0,bed,10106350.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29889016}]",,0,"[{'src': 'hda', 'id': 29850114}]",,,bed,32.0,,38332955.0,1496651562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 08:38:37.783632,54181.0,353.0
,,2017-06-05 07:45:08.213191,slurm_normal,1496648733.0,0,,1.0,main_w4_handler0,3123190,16013410,False,,27807076,bam,,,10106183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889350}]",,2,,,"[{'__index__': 0, 'end': '5000', 'chrom': 'SUP35-NRopt2', 'start': '1'}]",man,32.0,,38179140.0,1496648728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 07:45:34.799575,91010.0,5.0
,,2017-06-05 07:45:08.598971,slurm_normal,1496648733.0,0,,1.0,main_w4_handler0,3123190,16013411,False,,27376659,bam,,,10106184.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889351}]",,2,,,"[{'__index__': 0, 'end': '5000', 'chrom': 'SUP35-NRopt2', 'start': '1'}]",man,32.0,,38179140.0,1496648728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 07:45:35.215977,91010.0,5.0
,,2017-06-05 03:42:42.640919,slurm_normal,1496639507.0,0,,1.0,main_w4_handler1,2366114,16012412,False,,8832483400,bam,87568.0,bed,10105577.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29887994}]",,0,"[{'src': 'hda', 'id': 29850114}]",,,bed,32.0,,38332955.0,1496639130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 05:11:48.880178,54181.0,377.0
,,2017-06-05 08:46:39.237649,slurm_normal,1496657725.0,0,,1.0,main_w3_handler1,2366114,16013696,False,,8646311291,bam,87568.0,bed,10107159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29889682}]",,0,"[{'src': 'hda', 'id': 29850114}]",,,bed,32.0,,38332955.0,1496657322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 10:15:27.875913,54181.0,403.0
,,2017-06-05 22:46:05.670016,slurm_normal,1496702798.0,0,,1.0,main_w3_handler1,3140147,16020728,False,,374198058,bam,17.0,bed,10112637.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29899076}]",,0,"[{'src': 'hda', 'id': 29899029}]",,,bed,32.0,,38455421.0,1496702781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 22:46:41.399671,105629.0,17.0
,,2017-06-05 21:44:25.385938,slurm_normal,1496703508.0,0,,1.0,main_w4_handler1,3137543,16020171,False,,560263535,bam,593.0,bed,10112729.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 29899429}]",,0,"[{'src': 'hda', 'id': 29899570}]",,,bed,32.0,,36650872.0,1496703479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-05 22:58:31.656514,102165.0,29.0
16.0,len,2017-06-19 07:25:51.760024,slurm_normal,1497857201.0,0,,1.0,main_w4_handler0,3134603,16129656,False,,590086722,bam,,,10209991.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/331/dataset_20331719.dat""","""?""",,"[{'src': 'hda', 'id': 29990183}]",,2,,,"[{'__index__': 0, 'end': '699000000', 'chrom': 'chr3H', 'start': '500000000'}]",man,32.0,,38754860.0,1497857173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-19 07:26:44.924292,42765.0,28.0
,,2017-06-06 06:45:54.933482,slurm_normal,1496731659.0,0,,1.0,main_w3_handler1,3134451,16023326,False,,680919186,bam,241.0,bed,10114966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29831857}]",,0,"[{'src': 'hda', 'id': 29831865}]",,,bed,32.0,,37852220.0,1496731575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-06 06:47:40.664214,88042.0,84.0
,,2017-06-06 06:46:16.467880,slurm_normal,1496731678.0,0,,1.0,main_w3_handler0,3134451,16023329,False,,680919186,bam,241.0,bed,10114969.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29831857}]",,0,"[{'src': 'hda', 'id': 29831865}]",,,bed,32.0,,37852220.0,1496731594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-06 06:48:01.120243,88042.0,84.0
,,2017-06-06 07:13:54.428816,slurm_normal,1496733254.0,0,,1.0,main_w4_handler0,3123190,16023603,False,,27376247,bam,,,10115255.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29889197}]",,2,,,"[{'__index__': 0, 'end': '3300', 'chrom': 'SUP35WTplusminus1kb', 'start': '900'}]",man,32.0,,38179140.0,1496733250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-06 07:14:18.320197,91010.0,4.0
16.0,len,2017-06-19 06:04:29.537552,slurm_normal,1497852289.0,0,,1.0,main_w4_handler0,3134603,16129223,False,,590086722,bam,,,10209616.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/331/dataset_20331719.dat""","""?""",,"[{'src': 'hda', 'id': 29990183}]",,2,,,"[{'__index__': 0, 'end': '100', 'chrom': 'chr3H', 'start': '50'}]",man,32.0,,38754860.0,1497852285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-19 06:04:52.244876,42765.0,4.0
,,2017-06-06 19:43:53.998646,slurm_normal,1496785163.0,0,,1.0,main_w4_handler0,3141642,16030754,False,,31373640,bam,593.0,bed,10123015.roundup,slurm,,132112168.0,corral-repl,,"""7654d6a84af011e79f37005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 29917667}]",,0,"[{'src': 'hda', 'id': 29908071}]",,,bed,32.0,,,1496785156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-06 21:39:29.744968,102165.0,7.0
,,2017-06-07 09:47:38.862164,slurm_normal,1496828875.0,0,,1.0,main_w4_handler1,3139407,16038763,False,,3576290459,bam,,,10128968.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29881842}]",,2,,,"[{'__index__': 0, 'end': '1', 'chrom': 'chr3H', 'start': '1'}]",man,32.0,,38466119.0,1496828871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-07 09:47:56.931169,42765.0,4.0
,,2017-06-07 11:14:43.770549,slurm_normal,1496834351.0,0,,1.0,main_w4_handler0,3139407,16039279,False,,3576290459,bam,,,10129443.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29881842}]",,1,,['chr3H'],,chr,32.0,,38466119.0,1496834095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-07 11:19:17.450937,42765.0,256.0
,,2017-06-07 12:33:21.349605,slurm_normal,1496839010.0,0,,1.0,main_w4_handler0,2336506,16040004,False,,232467489,bam,358.0,bed,10129945.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29817270}]",,0,"[{'src': 'hda', 'id': 23095190}]",,,bed,32.0,,38499827.0,1496838817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-07 12:36:57.149028,64485.0,193.0
,,2017-06-07 12:33:22.462313,slurm_normal,1496839021.0,0,,1.0,main_w4_handler0,2336506,16040006,False,,243959329,bam,358.0,bed,10129946.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29817305}]",,0,"[{'src': 'hda', 'id': 23095190}]",,,bed,32.0,,38499827.0,1496838818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-07 12:37:03.767883,64485.0,203.0
,,2017-06-07 12:33:21.891080,slurm_normal,1496838933.0,0,,1.0,main_w3_handler0,2336506,16040005,False,,166311580,bam,358.0,bed,10129944.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29817288}]",,0,"[{'src': 'hda', 'id': 23095190}]",,,bed,32.0,,38499827.0,1496838815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-07 12:35:35.437459,64485.0,118.0
,,2017-06-07 20:46:02.984428,slurm_normal,1496876175.0,0,,1.0,main_w3_handler1,3141642,16044855,False,,31373640,bam,593.0,bed,10135971.roundup,slurm,,132112168.0,corral-repl,,"""5073347a4bc211e79c57005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 29939212}]",,0,"[{'src': 'hda', 'id': 29908071}]",,,bed,32.0,,,1496876169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-07 22:56:17.482153,102165.0,6.0
,,2017-06-19 13:25:11.724417,slurm_normal,1497879846.0,0,,1.0,main_w4_handler0,3160401,16131871,False,,5509893036,bam,,,10211995.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30071862}]",,1,,['chr7'],,chr,32.0,,38750454.0,1497879354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1,2.0.1,,2017-06-19 13:44:08.761492,47785.0,492.0
