bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
724639547,724639547,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-06-21 16:10:08.670221,slurm_multi,1466525537.0,0,6.0,main_w1_handler2,2633775,13226435,False,,7411182,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,2.0,custom,300,false,10,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""""",32.0,,30999327,1466525451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 16:12:22.613503,46988,86.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,,,,,,,,,,,,,,,bam,2016-06-21 16:11:40.160036,slurm_multi,1466525654.0,0,6.0,main_w1_handler2,2633775,13226449,False,,7411201,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,2.0,custom,300,false,10,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""""",32.0,,30999327,1466525556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 16:14:24.738301,46988,98.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,,,,,,,,,,,,,,,bam,2016-06-21 16:26:10.220214,slurm_multi,1466526464.0,0,6.0,main_w2_handler2,2633775,13226538,False,,7411310,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,2.0,custom,200,false,1,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""""",32.0,,30999327,1466526380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 16:30:41.680819,46988,84.0
668046923,668046923,,,,,,,,,bam,650668507.0,bam,,,,,,,,,,,,,,,bam,2016-06-21 16:40:11.144873,slurm_multi,1466527286.0,0,6.0,main_w2_handler2,2633775,13226612,False,,7411383,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,2.0,custom,200,false,1,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0743f84f17fd70f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e5c1da1f6cd40706'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""""",32.0,,30999327,1466527223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 16:41:31.698281,46988,63.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,654458959.0,bam,558875215.0,bam,,,,,,,,,,,bam,2016-06-21 20:31:26.589249,slurm_multi,1466541184.0,0,6.0,main_w2_handler2,2633775,13228869,False,,7413703,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,2.0,custom,200,false,1,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54871e164ab5577ce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f1fb11508bf21d7'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""""",32.0,,31005038,1466541096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 20:33:07.567145,46988,88.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,654458959.0,bam,558875215.0,bam,,,,,,,,,,,bam,2016-06-21 20:41:03.793955,slurm_multi,1466541714.0,0,6.0,main_w2_handler2,2633775,13229034,False,,7413867,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,0.0,no,,false,1,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54871e164ab5577ce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f1fb11508bf21d7'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""""",32.0,,31005038,1466541678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 20:41:56.737383,46988,36.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,654458959.0,bam,558875215.0,bam,,,,,,,,,,,bam,2016-06-21 20:58:18.868667,slurm_multi,1466542850.0,0,6.0,main_w1_handler2,2633775,13229281,False,,7414111,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54871e164ab5577ce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f1fb11508bf21d7'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""chr10""",32.0,,31005038,1466542713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 21:00:52.972195,46988,137.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,654458959.0,bam,558875215.0,bam,,,,,,,,,,,bam,2016-06-21 21:03:43.765432,slurm_multi,1466543134.0,0,6.0,main_w1_handler2,2633775,13229313,False,,7414179,slurm,,132112168.0,corral-repl,,0,no,,,1,50,false,2.0,custom,200,false,10,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54871e164ab5577ce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f1fb11508bf21d7'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""chr10""",32.0,,31005038,1466543042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 21:05:36.286913,46988,92.0
732493079,732493079,,,,,,,,,bam,724639547.0,bam,654458959.0,bam,558875215.0,bam,,,,,,,,,,,bam,2016-06-21 21:10:14.004857,slurm_multi,1466543489.0,0,6.0,main_w2_handler2,2633775,13229368,False,,7414258,slurm,,132112168.0,corral-repl,,0,no,,,1,500,false,2.0,custom,200,false,1,100000,,,,yes,false,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc11489110666499'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5386ce06b7b4c74'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54871e164ab5577ce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f1fb11508bf21d7'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,png,false,yes,"""chr10""",32.0,,31005038,1466543428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-21 21:11:31.530390,46988,61.0
2327116311,2327116311,,,,,,,,,bam,2820672040.0,bam,2576259268.0,bam,,,,,,,,,,,,,bam,2016-09-09 19:58:22.440414,slurm_multi,1473451820.0,0,6.0,main_w4_handler2,2815566,13818176,False,,8039591,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa9f4e57e0bfda86'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9c845c3f62f0c0f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f9043c33a5e21ea8'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,32824215,1473451120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-09-09 20:10:22.607639,85575,700.0
992633914,992633914,,,,,,,,,bam,812119683.0,bam,1173592580.0,bam,1385448221.0,bam,1768473023.0,bam,862839216.0,bam,1659452527.0,bam,1886354724.0,bam,,,bam,2016-06-22 21:17:25.283505,slurm_multi,1466631441.0,0,6.0,main_w1_handler2,2745114,13241695,False,,7427899,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550132d9d4fdb2581'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d1af1559ccf9fe42'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59b7e906d28e6b3fc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c7418a5545bfd0b7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b580c417d3676d1dc4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fcc973fcb856bef0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58eded9713a3dfbc4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5031a4da7ad64d3d1'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,31023017,1466631147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-22 21:37:23.154511,57741,294.0
752929837,752929837,,,,,,,,,bam,629726524.0,bam,968967106.0,bam,1081029381.0,bam,1242998873.0,bam,569725667.0,bam,1376908602.0,bam,1546133749.0,bam,,,bam,2016-06-22 21:35:19.889539,slurm_multi,1466634925.0,0,6.0,main_w2_handler2,2745114,13241797,False,,7428142,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58463c30a3225c5fe'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d6fd75b520baab8e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b568acde3787eb9410'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5450c370b1f82338d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52717fd484fdcd85e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5254d22fc1b82a0a5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dad45fe92d8f4f30'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c7372e18456ee798'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,31023017,1466634628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-22 22:35:28.096862,57741,297.0
992633914,992633914,786684196.0,bam,,,,,,,bam,812119683.0,bam,665184712.0,bam,1074518501.0,bam,1173592580.0,bam,1385448221.0,bam,960817840.0,bam,954419392.0,bam,925386141.0,bam,bam,2016-06-22 14:46:10.052565,slurm_multi,1466607990.0,0,6.0,main_w1_handler2,2745040,13237099,False,Job output deleted by user before job completed.,7422752,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5814505ade1c39fce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b508050eb35ebd2a14'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f2538a4373641a4e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d89c0db73c4b8c88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b576d08a4d3d64aee5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a03388c2c97de57b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5557ca012aeccd520'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f2a6ed2079703b15'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c43a846c1c977660'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d1f8c632c8fd67a5'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,31023017,1466607557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-22 15:07:11.426173,57741,433.0
992633914,992633914,,,,,,,,,bam,812119683.0,bam,665184712.0,bam,1074518501.0,bam,1173592580.0,bam,1385448221.0,bam,960817840.0,bam,954419392.0,bam,,,bam,2016-06-22 15:00:41.588341,slurm_multi,1466610785.0,0,6.0,main_w2_handler2,2745040,13237199,False,,7423513,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5814505ade1c39fce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b508050eb35ebd2a14'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f2538a4373641a4e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d89c0db73c4b8c88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b576d08a4d3d64aee5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a03388c2c97de57b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5557ca012aeccd520'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f2a6ed2079703b15'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,31023017,1466610534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-22 15:53:07.366697,57741,251.0
992633914,992633914,,,,,,,,,bam,812119683.0,bam,925386141.0,bam,786684196.0,bam,1768473023.0,bam,862839216.0,bam,1659452527.0,bam,1886354724.0,bam,,,bam,2016-06-22 15:56:37.352323,slurm_multi,1466613163.0,0,6.0,main_w1_handler2,2745040,13237733,False,,7423808,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5814505ade1c39fce'}, {'src': 'hda', 'id': 'bbd44e69cb8906b508050eb35ebd2a14'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c43a846c1c977660'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d1f8c632c8fd67a5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cbe95d33c0b37b4d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a54b5e9753ec4d78'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a468a0c6de6acc47'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5784b7bf2c4b936e1'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,31023017,1466612877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.3.0,2.2.3.0,,2016-06-22 16:32:52.677114,57741,286.0
