JSDsample,JSDsample_filetype,bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,multibam_conditional|multibam_repeats_4|bamfiles,multibam_conditional|multibam_repeats_4|bamfiles_filetype,multibam_conditional|multibam_repeats_5|bamfiles,multibam_conditional|multibam_repeats_5|bamfiles_filetype,multibam_conditional|multibam_repeats_6|bamfiles,multibam_conditional|multibam_repeats_6|bamfiles_filetype,multibam_conditional|multibam_repeats_7|bamfiles,multibam_conditional|multibam_repeats_7|bamfiles_filetype,multibam_conditional|multibam_repeats_8|bamfiles,multibam_conditional|multibam_repeats_8|bamfiles_filetype,multibam_conditional|multibam_repeats_9|bamfiles,multibam_conditional|multibam_repeats_9|bamfiles_filetype,object_store_id,param_filename,parameters.JSDsample|__identifier__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles,parameters.bamfiles1|__identifier__,parameters.bamfiles2|__identifier__,parameters.bamfiles|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.multibam_conditional|multibam_repeats_0|bamfiles|__identifier__,parameters.multibam_conditional|multibam_repeats_1|bamfiles|__identifier__,parameters.output.JSDsample.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveQualityMetrics,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,18688983.0,18688983.0,,,,,,,,,,,,,,,,,,,,,bam,169141444.0,,,,,,,,,,,bam,16734053.0,bam,25841750.0,bam,27810183.0,bam,160702575.0,bam,135617547.0,bam,157832258.0,bam,,,bam,,,,,,,2017-06-05 08:01:40.253393,slurm_multi,1496649927.0,0,,6.0,main_w4_handler2,3140219,16013452,False,,10106224,slurm,,132111800.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 29889257}, {'src': 'hda', 'id': 29889258}, {'src': 'hda', 'id': 29889259}, {'src': 'hda', 'id': 29889260}, {'src': 'hda', 'id': 29889261}, {'src': 'hda', 'id': 29889262}, {'src': 'hda', 'id': 29889263}, {'src': 'hda', 'id': 29889264}]",,No,,,,0,,,,no,"""""",32.0,,38046387.0,1496649839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-06-05 08:05:29.069646,106132,88.0
,,453781.0,453781.0,,,,,,,,,,,,,,,,,,,,,bam,231712.0,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,2017-06-05 07:53:45.289457,slurm_multi,1496649504.0,0,,6.0,main_w3_handler2,2664481,16013428,False,,10106208,slurm,,132111800.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"[{'src': 'hda', 'id': 29889253}, {'src': 'hda', 'id': 29889256}]",,No,,,,0,,,,no,"""""",32.0,,38426204.0,1496649482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-06-05 07:58:25.341483,49545,22.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-06 02:06:16.916891,slurm_multi,1491446954.0,0,,6.0,main_w4_handler2,3060948,15501518,False,,9628976,slurm,,132111800.0,6260321037.0,bam,4919987026.0,bam,28162212.0,bam,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29090423}]}}, {'__index__': 1, 'bamfiles': {'values': [{'src': 'hda', 'id': 29090249}]}}, {'__index__': 2, 'bamfiles': {'values': [{'src': 'hda', 'id': 29090253}]}}]",Yes,,,,0,,,,no,"""""",32.0,,37142989.0,1491446590.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-06 02:49:18.332672,45720,364.0
,,471688094.0,471688094.0,,,,,,,,,,,,,,,,,,,,,bam,1176243311.0,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,2017-06-19 17:18:31.065077,slurm_multi,1497895354.0,0,,6.0,main_w3_handler2,3105763,16134352,False,,10214126,slurm,,132112168.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""",0,"[{'src': 'hda', 'id': 29664522}, {'src': 'hda', 'id': 29664524}]",,No,,,,0,,,,no,"""""",32.0,,38317723.0,1497893927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-06-19 18:02:36.600264,89066,1427.0
,,1276460463.0,1276460463.0,3366061116.0,bam,,,,,,,,,,,,,,,,,,,bam,975649949.0,,,,,,,,,,,bam,1747011376.0,bam,1223635113.0,bam,2329854052.0,bam,1810561476.0,bam,1392989485.0,bam,1742476288.0,bam,1382976437.0,bam,bam,,,,,,,2017-04-11 23:09:19.234690,slurm_multi,1491957975.0,0,,6.0,main_w3_handler2,3064383,15560426,False,,9684371,slurm,,132112168.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 29131657}, {'src': 'hda', 'id': 29131659}, {'src': 'hda', 'id': 29131661}, {'src': 'hda', 'id': 29131663}, {'src': 'hda', 'id': 29131665}, {'src': 'hda', 'id': 29131667}, {'src': 'hda', 'id': 29131669}, {'src': 'hda', 'id': 29131671}, {'src': 'hda', 'id': 29131673}, {'src': 'hda', 'id': 29137255}]",,No,,,,0,,,,no,"""""",32.0,,37198596.0,1491955427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-12 00:46:18.990685,11728,2548.0
,,51109535.0,51109535.0,,,,,,,,,,,,,,,,,,,,,bam,206083895.0,,,,,,,,,,,bam,24971705.0,bam,165222020.0,bam,,,,,,,,,,,bam,,,,,,,2017-04-12 15:18:01.378805,slurm_multi,1492015382.0,0,,6.0,main_w3_handler2,3070423,15566304,False,,9690288,slurm,,132112168.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""",0,"[{'src': 'hdca', 'id': 52750}]",,No,,,,0,,,,no,"""""",32.0,,37288088.0,1492012779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-12 16:43:03.748203,103921,2603.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-06 14:08:54.192769,slurm_multi,1496758866.0,0,,6.0,main_w4_handler2,3127155,16027177,False,,10118377,slurm,,132111800.0,2192292673.0,bam,3339223171.0,bam,3211976255.0,bam,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29899062}]}}, {'__index__': 1, 'bamfiles': {'values': [{'src': 'hda', 'id': 29899051}]}}, {'__index__': 2, 'bamfiles': {'values': [{'src': 'hda', 'id': 29908803}]}}]",Yes,,,,0,,,,no,"""""",32.0,,38197289.0,1496758408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-06-06 14:21:07.618864,90156,458.0
,,13492872893.0,13492872893.0,,,,,,,,,,,,,,,,,,,,,bam,12675703815.0,,,,,,,,,,,bam,13633833485.0,bam,,,,,,,,,,,,,bam,,,,,,,2017-04-16 03:09:28.498478,slurm_multi,1492322334.0,0,,6.0,main_w3_handler2,3040492,15599206,False,,9720408,slurm,,132112168.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 29189024}, {'src': 'hda', 'id': 29189027}, {'src': 'hda', 'id': 29236237}]",,No,,,,0,,,,no,"""""",32.0,,35868784.0,1492321681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-16 05:58:55.858556,91117,653.0
,,973131710.0,973131710.0,,,,,,,,,,,,,,,,,,,,,bam,716417449.0,,,,,,,,,,,bam,721805492.0,bam,539301395.0,bam,,,,,,,,,,,bam,,,,,,,2017-04-17 19:56:39.339022,slurm_multi,1492462423.0,0,,6.0,main_w3_handler2,3010350,15608306,False,,9728178,slurm,,132112168.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,0.0,,,,,,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 28904646}, {'src': 'hda', 'id': 28904653}, {'src': 'hda', 'id': 29207387}, {'src': 'hda', 'id': 29207388}]",,No,,,,0,,,,no,"""""",32.0,,36914182.0,1492461728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-17 20:53:44.398399,100453,695.0
,,25841751.0,25841751.0,,,,,,,,,,,,,,,,,,,,,bam,16734052.0,,,,,,,,,,,bam,169141445.0,bam,18688941.0,bam,,,,,,,,,,,bam,,,,,,,2017-04-19 08:29:21.537887,slurm_multi,1492590623.0,0,,6.0,main_w3_handler2,3077284,15622294,False,,9741261,slurm,,132111800.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,"[{'src': 'hdca', 'id': 53601}]",,No,,,,0,,,,no,"""""",32.0,,37389393.0,1492590573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-19 08:30:25.272084,100206,50.0
,,157832215.0,157832215.0,,,,,,,,,,,,,,,,,,,,,bam,135617504.0,,,,,,,,,,,bam,160702532.0,bam,27810183.0,bam,,,,,,,,,,,bam,,,,,,,2017-04-19 08:30:46.889915,slurm_multi,1492590707.0,0,,6.0,main_w3_handler2,3077284,15622305,False,,9741272,slurm,,132111800.0,,,,,,,,,,,,,,,,,,,,,corral-repl,,,0,no,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,"[{'src': 'hdca', 'id': 53602}]",,No,,,,0,,,,no,"""""",32.0,,37389393.0,1492590658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.5.0.0,2.5.0.0,,2017-04-19 08:31:48.069436,100206,49.0
