bed_data,bed_data_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_data.values,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,parameters.key_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
212129381,bed,,,2016-10-14 15:31:28.657769,slurm_normal,1476459112.0,0,,1.0,main_w4_handler1,2843213,14082997,False,,138711,vcf,8299843.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5478fdea65d0f6459'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56d1cdff4c56a6a2b'}]",,"""BED-features""",32.0,,33389435.0,1476459096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-14 15:31:54.485268,61346.0,16.0
937077,bed,,,2016-10-14 20:25:59.140616,slurm_normal,1476477051.0,0,,1.0,main_w4_handler0,2855231,14085173,False,,686651168,vcf,8301985.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb4295915143952f'}]","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""mycoTube_H37RV""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b73ab58069379bd'}]",,"""BED-features""",32.0,,33691972.0,1476476899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-14 20:30:53.587795,92191.0,152.0
504014,bed,,,2017-04-07 09:39:45.376597,slurm_normal,1491558014.0,0,,1.0,main_w4_handler0,2648961,15517115,False,,59425563,vcf,9643833.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 29112458}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29111747}]",,"""BED-features""",32.0,,36167677.0,1491557990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-07 09:40:16.811440,17244.0,24.0
75936,bed,,,2017-04-07 09:39:44.656433,slurm_normal,1491558013.0,0,,1.0,main_w4_handler1,2648961,15517113,False,,59425563,vcf,9643831.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 29112457}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29111747}]",,"""BED-features""",32.0,,36167677.0,1491557990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-07 09:40:18.270400,17244.0,23.0
1221724,bed,,,2016-10-17 20:10:47.816615,slurm_normal,1476735094.0,0,,1.0,main_w3_handler0,2139108,14102064,False,,55518635,vcf,8317152.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aff44c3edd5a825e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b542c501c1dc76025d'}]",,"""BED-features""",32.0,,33765222.0,1476735085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-17 20:11:36.229093,12007.0,9.0
185137,bed,,,2017-03-19 21:58:20.358612,slurm_normal,1489960710.0,0,,1.0,main_w3_handler1,3037539,15338380,False,,52000,vcf,9477990.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28829253}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28829122}]",,"""BED-features""",32.0,,36160054.0,1489960705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-19 21:58:32.550875,100469.0,5.0
185137,bed,,,2017-03-19 21:50:41.374340,slurm_normal,1489960261.0,0,,1.0,main_w3_handler1,3037539,15338354,False,,52000,vcf,9477970.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28829127}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28829122}]",,"""BED-features""",32.0,,36160054.0,1489960249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-19 21:51:05.115143,100469.0,12.0
185225,bed,,,2017-03-20 00:22:23.008868,slurm_normal,1489969351.0,0,,1.0,main_w4_handler0,3001753,15338907,False,,12666,vcf,9478558.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28829944}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28829829}]",,"""BED-features""",32.0,,36157929.0,1489969346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-20 00:22:32.982534,100464.0,5.0
255,bed,,,2017-03-20 04:51:38.408356,slurm_normal,1489985511.0,0,,1.0,main_w3_handler1,3037837,15339757,False,,8176,vcf,9479315.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28830985}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28831025}]",,"""BED-features""",32.0,,36160054.0,1489985501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-20 04:51:54.353484,100469.0,10.0
20761631,bed,,,2017-04-08 11:46:09.256058,slurm_normal,1491651984.0,0,,1.0,main_w4_handler0,2648961,15529815,False,,7082652,vcf,9656487.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 29131036}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29132361}]",,"""stt_ID""",32.0,,37199580.0,1491651973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-08 11:46:26.558878,17244.0,11.0
1079834,bed,,,2016-10-21 02:34:23.462129,slurm_normal,1477017314.0,0,,1.0,main_w4_handler0,2196193,14136245,False,,48356454,vcf,8350277.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef3496664be3f687'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b566a4ef4070ee25ec'}]",,"""BED-features""",32.0,,33835616.0,1477017277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-21 02:35:16.026315,37892.0,37.0
33418948,bed,,,2017-01-11 01:24:36.299624,slurm_normal,1484097894.0,0,,1.0,main_w4_handler0,2950926,14736044,False,,541191,vcf,8901212.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27884827}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 27884974}]",,"""BED-features""",32.0,,35281972.0,1484097887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-11 01:24:58.638994,96665.0,7.0
12058080,bed,,,2016-10-24 02:59:03.422486,slurm_normal,1477278009.0,0,,1.0,main_w3_handler1,2865951,14154179,False,,786954,vcf,8365540.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3b28fadfb4adbc3'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5634f58dd805a7b7c'}]",,"""BED-features""",32.0,,33864517.0,1477278002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 03:00:09.922553,91689.0,7.0
506841981,bed,,,2016-10-24 19:58:58.811993,slurm_normal,1477339194.0,0,,1.0,main_w3_handler0,2854194,14161557,False,,5337,vcf,8373941.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58edb79264575f326'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b571ed4f073ece203a'}]",,"""BED-features""",32.0,,33671334.0,1477339162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 19:59:57.601180,87405.0,32.0
12058080,bed,,,2016-10-24 22:03:57.216639,slurm_normal,1477346652.0,0,,1.0,main_w3_handler0,2865608,14162571,False,,4459420,vcf,8375023.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5161a074fa2adf0f2'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50ea61019de31121e'}]",,"""BED-features""",32.0,,33864764.0,1477346646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 22:04:14.489626,91391.0,6.0
433895,bed,,,2017-03-01 02:17:32.158349,slurm_normal,1488334659.0,0,,1.0,main_w3_handler1,3014423,15174061,False,,4695,vcf,9324816.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28564311}]","""/galaxy-repl/localdata/chrom/31.len""","""31""","[{'src': 'hda', 'id': 28564306}]",,"""BED-features""",32.0,,36181419.0,1488334655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-01 02:17:40.509208,68717.0,4.0
433895,bed,,,2017-03-01 02:19:33.834619,slurm_normal,1488334781.0,0,,1.0,main_w3_handler0,3014423,15174071,False,,5605,vcf,9324825.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28564311}]","""/galaxy-repl/localdata/chrom/31.len""","""31""","[{'src': 'hda', 'id': 28564294}]",,"""BED-features""",32.0,,36181419.0,1488334777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-01 02:19:43.892123,68717.0,4.0
433895,bed,,,2017-03-01 02:17:25.794144,slurm_normal,1488334653.0,0,,1.0,main_w3_handler0,3014423,15174060,False,,6251,vcf,9324815.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28564311}]","""/galaxy-repl/localdata/chrom/31.len""","""31""","[{'src': 'hda', 'id': 28564307}]",,"""BED-features""",32.0,,36181419.0,1488334649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-01 02:17:35.332246,68717.0,4.0
12058172,bed,,,2016-10-31 11:48:51.905205,slurm_normal,1477914550.0,0,,1.0,main_w4_handler0,2871418,14215007,False,,847,vcf,8425460.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ad0fa8ab95bf965'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b530fdcd1d113c5e87'}]",,"""BED-features""",32.0,,33923363.0,1477914544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-31 11:49:13.990669,91499.0,6.0
2508,bed,,,2016-10-27 19:12:57.549527,slurm_normal,1477595591.0,0,,1.0,main_w4_handler1,2818933,14193791,False,,62321,vcf,8406026.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fafac6081f201247'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b543e9bc183f4ead63'}]",,"""BED-features""",32.0,,32934458.0,1477595586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-27 19:13:13.158978,,5.0
9352640,bed,,,2016-11-01 12:02:37.464668,slurm_normal,1478001782.0,0,,1.0,main_w3_handler0,2871418,14224092,False,,1314798,vcf,8434140.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b530b5a883fa2941b5'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b586a83d25b9c3961d'}]",,"""BED-gene""",32.0,,33923363.0,1478001774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-01 12:03:07.946449,91499.0,8.0
12058080,bed,,,2016-10-31 15:50:20.913738,slurm_normal,1477930791.0,0,,1.0,main_w4_handler0,2834596,14218393,False,,1272929,vcf,8428666.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef53821d648f2e49'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d766ca59b2dea833'}]",,"""BED-features""",32.0,,32728936.0,1477930784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-31 16:19:56.980142,89383.0,7.0
49664450,bed,,,2016-10-29 08:20:51.084424,slurm_normal,1477729269.0,0,,1.0,main_w4_handler0,2873748,14204946,False,,1196621,vcf,8416578.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5932e417788c37100'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b575a633a884d7466b'}]",,"""BED-features""",32.0,,33613875.0,1477729258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-29 08:21:10.477579,92046.0,11.0
12058080,bed,,,2016-10-31 11:40:11.716764,slurm_normal,1477914023.0,0,,1.0,main_w4_handler1,2871418,14214956,False,,122313,vcf,8425426.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c31e4207d3a86894'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b513e49583d9db6483'}]",,"""BED-features""",32.0,,33923363.0,1477914019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-31 11:40:25.819269,91499.0,4.0
12058080,bed,,,2016-10-31 11:38:51.339023,slurm_normal,1477913944.0,0,,1.0,main_w4_handler0,2871418,14214947,False,,847,vcf,8425416.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c31e4207d3a86894'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b530fdcd1d113c5e87'}]",,"""BED-features""",32.0,,33923363.0,1477913940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-31 11:39:06.815113,91499.0,4.0
12058172,bed,,,2016-10-31 11:50:24.657859,slurm_normal,1477914638.0,0,,1.0,main_w4_handler1,2871418,14215019,False,,122313,vcf,8425472.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ad0fa8ab95bf965'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b513e49583d9db6483'}]",,"""BED-features""",32.0,,33923363.0,1477914634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-31 11:50:40.366225,91499.0,4.0
12058172,bed,,,2016-10-31 11:49:52.336214,slurm_normal,1477914608.0,0,,1.0,main_w4_handler0,2871418,14215015,False,,847,vcf,8425467.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ad0fa8ab95bf965'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b530fdcd1d113c5e87'}]",,"""BED-features""",32.0,,33923363.0,1477914604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-31 11:50:13.048368,91499.0,4.0
12058172,bed,,,2016-11-02 14:48:18.828178,slurm_normal,1478098961.0,0,,1.0,main_w3_handler1,2878093,14233567,False,,34325,vcf,8443475.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5587d79b25655a180'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50756101894720d43'}]",,"""BED-features""",32.0,,33923363.0,1478098878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-02 15:02:45.351571,91499.0,83.0
166805,bed,15.0,len,2016-11-01 01:47:15.551284,slurm_normal,1477964868.0,0,,1.0,main_w3_handler1,2116942,14221677,False,,263174,vcf,8431890.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d108f615f6fef22'}]","""/galaxy-repl/main/files/017/639/dataset_17639115.dat""","""UCLA9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56783319a395ff137'}]",,"""BED-features""",32.0,,32721494.0,1477964864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-01 01:47:50.234393,19450.0,4.0
12058172,bed,,,2016-11-01 09:56:53.954224,slurm_normal,1477994320.0,0,,1.0,main_w3_handler1,2871418,14223390,False,,190196114,vcf,8433420.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ad0fa8ab95bf965'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d5f7cfb900aa7627'}]",,"""BED-features""",32.0,,33923363.0,1477994222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-01 09:58:42.349301,91499.0,98.0
12058172,bed,,,2016-11-01 11:40:13.062708,slurm_normal,1478000449.0,0,,1.0,main_w3_handler0,2871418,14223938,False,,1314798,vcf,8433979.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c71734da6cce6498'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b586a83d25b9c3961d'}]",,"""BED-features""",32.0,,33923363.0,1478000433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-01 11:40:52.395799,91499.0,16.0
